0	0.768506
0.00602411	0.76849
0.0094802	0.768479
0.0122339	0.768486
0.0184021	0.768489
0.0211995	0.768482
0.0252297	0.768488
0.0306189	0.7685
0.036008	0.768474
0.0401602	0.768456
0.043653	0.768452
0.0495906	0.768452
0.0555282	0.768409
0.0622956	0.76836
0.0677044	0.768303
0.0722956	0.768242
0.0777044	0.768166
0.0822956	0.768087
0.0877044	0.767975
0.0922956	0.767857
0.0977044	0.767688
0.102296	0.767521
0.107704	0.767274
0.112296	0.767008
0.117704	0.76669
0.122296	0.766379
0.127704	0.765954
0.132296	0.765529
0.137704	0.764935
0.142296	0.764319
0.147704	0.763463
0.152296	0.762593
0.157704	0.761341
0.162296	0.760035
0.167704	0.758057
0.172296	0.755975
0.177704	0.752884
0.183272	0.748261
0.189296	0.744074
0.195319	0.708155
0.199272	0.695963
0.202352	0.677685
0.208059	0.640166
0.211452	0.638243
0.218178	0.652452
0.221141	0.650719
0.227165	0.65722
0.230358	0.660491
0.234052	0.656318
0.240075	0.651916
0.246099	0.659442
0.249695	0.663534
0.252986	0.659317
0.25901	0.651153
0.265034	0.656393
0.269104	0.660562
0.271921	0.658301
0.277945	0.655259
0.280816	0.657851
0.284831	0.651782
0.290855	0.625856
0.29688	0.672221
0.300215	0.690827
0.303766	0.703674
0.30979	0.741477
0.315814	0.745963
0.319563	0.750352
0.3227	0.752228
0.328725	0.756201
0.331743	0.757745
0.338469	0.760035
0.341867	0.760914
0.347574	0.762316
0.350649	0.763002
0.354545	0.763588
0.36057	0.764617
0.366594	0.765181
0.370025	0.765573
0.37348	0.765891
0.379505	0.766451
0.385529	0.766765
0.389395	0.766973
0.392496	0.767126
0.398186	0.76743
0.401734	0.767573
0.408324	0.767777
0.412296	0.767882
0.417704	0.768013
0.421264	0.768085
0.427883	0.768193
0.432296	0.76825
0.437704	0.768302
0.443194	0.768353
0.449219	0.768407
0.455245	0.768416
0.459227	0.768424
0.462134	0.76844
0.468022	0.768454
0.470939	0.768451
0.475039	0.768467
0.481064	0.768488
0.487089	0.768473
0.490313	0.768459
0.493976	0.768472
0.5	0.768485
