0	0.655756
0.0207721	0.692035
0.0506426	0.727312
0.0721205	0.734548
0.0935945	0.742896
0.115244	0.745205
0.136188	0.747569
0.147098	0.747945
0.191572	0.749456
0.214248	0.749826
0.239842	0.750243
0.263746	0.750462
0.29578	0.750691
0.308457	0.750773
0.346735	0.750952
0.360278	0.750997
0.398499	0.751092
0.409055	0.751104
0.450508	0.751144
0.463463	0.751155
0.493654	0.751191
0.531921	0.751213
0.539612	0.751221
0.582888	0.751239
0.585105	0.751239
0.60197	0.751229
0.631723	0.751215
0.637166	0.751206
0.678486	0.75116
0.689766	0.751143
0.724367	0.751085
0.745135	0.751049
0.777753	0.750979
0.802324	0.750914
0.843491	0.750871
0.863862	0.750847
0.884802	0.750837
0.906456	0.750829
0.936257	0.750817
0.95075	0.75081
0.956381	0.750806
0.979278	0.750787
1.00005	0.75077
1.02082	0.750743
1.05069	0.750706
1.07217	0.750677
1.09364	0.750651
1.12453	0.750615
1.15542	0.750581
1.24152	0.75052
1.27069	0.7505
1.28555	0.750497
1.37007	0.750481
1.46268	0.750459
1.47415	0.750458
1.51918	0.750452
1.56294	0.750444
1.5722	0.750444
1.58394	0.750443
1.73894	0.750436
1.81433	0.750431
1.82239	0.75043
1.95341	0.750433
1.96319	0.750434
1.96846	0.750435
2.04011	0.750445
2.12467	0.750463
2.12629	0.750463
2.12802	0.750463
2.12983	0.750463
2.16924	0.750464
2.2755	0.750466
2.28115	0.750467
2.28587	0.750467
2.35012	0.75047
2.41436	0.750473
2.42242	0.750474
2.50197	0.750482
2.5313	0.750485
2.53351	0.750486
2.53537	0.750486
2.66669	0.750505
2.66941	0.750505
2.70377	0.750506
2.79631	0.750508
2.80244	0.750509
2.87784	0.750516
2.88475	0.750516
2.94015	0.75052
2.99554	0.750525
3.00245	0.750525
3.04015	0.750527
3.07785	0.75053
3.08246	0.750531
3.12015	0.750535
3.15785	0.75054
3.16232	0.750541
3.23806	0.750553
3.2476	0.750554
3.30177	0.750557
3.39826	0.750564
3.40822	0.750565
3.41587	0.750565
3.46806	0.75057
3.49787	0.750573
3.50335	0.750574
3.53294	0.750575
3.5861	0.750579
3.5955	0.75058
3.63108	0.750581
3.66806	0.750583
3.6798	0.750583
3.74019	0.750585
3.80057	0.750588
3.8084	0.750588
3.81346	0.750588
3.82328	0.750588
3.90234	0.750586
3.99104	0.750584
3.99897	0.750584
4.00795	0.750584
4.07438	0.750578
4.14613	0.750572
4.15395	0.750571
4.16178	0.75057
4.25597	0.750562
4.26692	0.750562
4.26836	0.750561
4.28309	0.750559
4.35446	0.750546
4.36252	0.750545
4.40022	0.750541
4.43792	0.750537
4.44598	0.750536
4.52138	0.750523
4.52972	0.750522
4.6844	0.75051
4.69594	0.750508
4.77793	0.750495
4.78341	0.750494
4.813	0.75049
4.86616	0.750481
4.87556	0.750481
4.91114	0.750475
4.94812	0.75047
4.95986	0.750467
5.04025	0.750446
5.04832	0.750444
5.15886	0.750427
5.16653	0.750426
5.2539	0.750418
5.33359	0.75041
5.34027	0.75041
5.34488	0.750409
5.44167	0.750386
5.44935	0.750385
5.55913	0.750372
5.56374	0.750371
5.63913	0.750359
5.64374	0.750359
