0	-0.00168524
0.00623165	-0.00371214
0.00950733	-0.00481237
0.0121174	-0.00502161
0.0184855	-0.00548629
0.0211369	-0.00645804
0.024957	-0.00602348
0.0305866	-0.00381524
0.0362162	-0.00711083
0.0401518	-0.00920625
0.0434624	-0.00855684
0.049612	-0.0050458
0.0557616	-0.00800858
0.0621758	-0.00973446
0.0678242	-0.0101862
0.0721758	-0.0110243
0.0778242	-0.0113792
0.0821758	-0.0123798
0.0878242	-0.0129295
0.0921758	-0.0139986
0.0978242	-0.0146887
0.102176	-0.0157449
0.107824	-0.0160636
0.112176	-0.016974
0.117824	-0.0176374
0.122176	-0.0197558
0.127824	-0.0209258
0.132176	-0.0235735
0.137824	-0.0250623
0.142176	-0.0279306
0.147824	-0.0296797
0.152176	-0.0340547
0.157824	-0.0369214
0.162176	-0.0439179
0.167824	-0.0489359
0.172176	-0.0618431
0.177824	-0.0751466
0.183101	-0.0935913
0.189332	-0.0823522
0.195563	-0.350302
0.19931	-0.458164
0.202229	-0.615758
0.20816	-1.03612
0.211376	-1.14122
0.218273	-1.26801
0.221081	-1.33053
0.227313	-1.39025
0.230339	-1.40282
0.23384	-1.45103
0.240072	-1.52345
0.246303	-1.49449
0.249711	-1.47675
0.25283	-1.49402
0.259062	-1.52183
0.265293	-1.44714
0.269151	-1.40087
0.271821	-1.38902
0.278052	-1.3073
0.280774	-1.2508
0.284579	-1.18934
0.290811	-1.12494
0.297042	-0.685731
0.300204	-0.50813
0.303569	-0.388777
0.309801	-0.0984914
0.316033	-0.117155
0.319586	-0.105148
0.32256	-0.0824172
0.328791	-0.059052
0.331652	-0.0553855
0.338549	-0.0493369
0.34177	-0.0419361
0.347701	-0.0400856
0.350615	-0.0393587
0.354308	-0.0299606
0.36054	-0.0161944
0.366772	-0.0264276
0.370024	-0.0299318
0.373298	-0.0235104
0.37953	-0.0124868
0.385763	-0.020779
0.389427	-0.0236871
0.392366	-0.0200582
0.398281	-0.0165602
0.401643	-0.0163362
0.408411	-0.0150125
0.412176	-0.0128569
0.417824	-0.012172
0.421198	-0.0121988
0.427993	-0.0120109
0.432176	-0.0110237
0.437824	-0.010114
0.443027	-0.00807108
0.44926	-0.0050777
0.455493	-0.00909704
0.459268	-0.0102574
0.462023	-0.00899683
0.468125	-0.00824756
0.47089	-0.00826566
0.474776	-0.00598547
0.481008	-0.00257068
0.487241	-0.0045758
0.490297	-0.00494829
0.493768	-0.00352206
0.5	-0.00149308
